340, 001010101,  
341, 101010101, 

342, 011010101, d
343, 111010101, 7
344, 000110101,  
345, 100110101, r
346, 010110101, t
347, 110110101, .
348, 001110101,  
349, 101110101, 1
350, 011110101, i
351, 111110101, }
352, 000001101,  
353, 100001101, l
354, 010001101, e
355, 110001101, f
356, 001001101,  
357, 101001101, s
358, 011001101, a
359, 111001101, 3
360, 000101101,  
361, 100101101, o
362, 010101101, t
363, 110101101, u
364, 001101101,  
365, 101101101, 0
366, 011101101, h
367, 111101101, A
368, 000011101,  
369, 100011101, n
370, 010011101, e
371, 110011101, m
372, 001011101,  
373, 101011101, 
374, 011011101, d
375, 111011101, <
376, 000111101,  
377, 100111101, r
378, 010111101, t
379, 110111101, _
380, 001111101,  
381, 101111101, b
382, 011111101, i
383, 111111101, 229
384, 000000011,  
385, 100000011, l
386, 010000011, e
387, 110000011, c
388, 001000011,  
389, 101000011, s
390, 011000011, a
391, 111000011, w
392, 000100011,  
393, 100100011, o
394, 010100011, t
395, 110100011, p
396, 001100011,  
397, 101100011, ,
398, 011100011, h
399, 111100011, k
400, 000010011,  
401, 100010011, n
402, 010010011, e
403, 110010011, g
404, 001010011,  
405, 101010011, 

406, 011010011, d
407, 111010011, 6
408, 000110011,  
409, 100110011, r
410, 010110011, t
411, 110110011, -
412, 001110011,  
413, 101110011, 1
414, 011110011, i
415, 111110011, ]
416, 000001011,  
417, 100001011, l
418, 010001011, e
419, 110001011, f
420, 001001011,  
421, 101001011, s
422, 011001011, a
423, 111001011, )
424, 000101011,  
425, 100101011, o
426, 010101011, t
427, 110101011, u
428, 001101011,  
429, 101101011, 0
430, 011101011, h
431, 111101011, /
432, 000011011,  
433, 100011011, n
434, 010011011, e
435, 110011011, m
436, 001011011,  
437, 101011011, 
438, 011011011, d
439, 111011011, ;
440, 000111011,  
441, 100111011, r
442, 010111011, t
443, 110111011, 2
444, 001111011,  
445, 101111011, b
446, 011111011, i
447, 111111011, 228
448, 000000111,  
449, 100000111, l
450, 010000111, e
451, 110000111, c
452, 001000111,  
453, 101000111, s
454, 011000111, a
455, 111000111, y
456, 000100111,  
457, 100100111, o
458, 010100111, t
459, 110100111, p
460, 001100111,  
461, 101100111, ,
462, 011100111, h
463, 111100111, x
464, 000010111,  
465, 100010111, n
466, 010010111, e
467, 110010111, g
468, 001010111,  
469, 101010111, 

470, 011010111, d
471, 111010111, 8
472, 000110111,  
473, 100110111, r
474, 010110111, t
475, 110110111, .
476, 001110111,  
477, 101110111, 1
478, 011110111, i
479, 111110111, 228
480, 000001111,  
481, 100001111, l
482, 010001111, e
483, 110001111, f
484, 001001111,  
485, 101001111, s
486, 011001111, a
487, 111001111, 4
488, 000101111,  
489, 100101111, o
490, 010101111, t
491, 110101111, u
492, 001101111,  
493, 101101111, 0
494, 011101111, h
495, 111101111, H
496, 000011111,  
497, 100011111, n
498, 010011111, e
499, 110011111, m
500, 001011111,  
501, 101011111, 
502, 011011111, d
503, 111011111, =
504, 000111111,  
505, 100111111, r
506, 010111111, t
507, 110111111, _
508, 001111111,  
509, 101111111, b
510, 011111111, i
511, 111111111, 233
512, 000000000, #
513, 100000000, |
514, 010000000, W
515, 110000000, X
516, 001000000, ?
517, 101000000, K
518, 011000000, \
519, 111000000, %
520, 000100000, #
521, 100100000, |
522, 010100000, W
523, 110100000, Y
524, 001100000, ?
525, 101100000, V
526, 011100000, \
527, 111100000, €
528, 000010000, #
529, 100010000, |
530, 010010000, W
531, 110010000, X
532, 001010000, ?
533, 101010000, K
534, 011010000, \
535, 111010000, 
536, 000110000, #
537, 100110000, |
538, 010110000, W
539, 110110000, Y
540, 001110000, ?
541, 101110000, V
542, 011110000, \
543, 111110000, ¦
544, 000001000, #
545, 100001000, |
546, 010001000, W
547, 110001000, X
548, 001001000, ?
549, 101001000, K
550, 011001000, \
551, 111001000, %
552, 000101000, #
553, 100101000, |
554, 010101000, W
555, 110101000, Y
556, 001101000, ?
557, 101101000, V
558, 011101000, \
559, 111101000, ™
560, 000011000, #
561, 100011000, |
562, 010011000, W
563, 110011000, X
564, 001011000, ?
565, 101011000, K
566, 011011000, \
567, 111011000, Q
568, 000111000, #
569, 100111000, |
570, 010111000, W
571, 110111000, Y
572, 001111000, ?
573, 101111000, V
574, 011111000, \
575, 111111000, â
576, 000000100, 	
577, 100000100, &
578, 010000100, 	
579, 110000100, &
580, 001000100, 	
581, 101000100, &
582, 011000100, 	
583, 111000100, &
584, 000100100, 	
585, 100100100, &
586, 010100100, 	
587, 110100100, &
588, 001100100, 	
589, 101100100, &
590, 011100100, 	
591, 111100100, &
592, 000010100, 	
593, 100010100, &
594, 010010100, 	
595, 110010100, &
596, 001010100, 	
597, 101010100, &
598, 011010100, 	
599, 111010100, &
600, 000110100, 	
601, 100110100, &
602, 010110100, 	
603, 110110100, &
604, 001110100, 	
605, 101110100, &
606, 011110100, 	
607, 111110100, &
608, 000001100, 	
609, 100001100, &
610, 010001100, 	
611, 110001100, &
612, 001001100, 	
613, 101001100, &
614, 011001100, 	
615, 111001100, &
616, 000101100, 	
617, 100101100, &
618, 010101100, 	
619, 110101100, &
620, 001101100, 	
621, 101101100, &
622, 011101100, 	
623, 111101100, &
624, 000011100, 	
625, 100011100, &
626, 010011100, 	
627, 110011100, &
628, 001011100, 	
629, 101011100, &
630, 011011100, 	
631, 111011100, &
632, 000111100, 	
633, 100111100, &
634, 010111100, 	
635, 110111100, &
636, 001111100, 	
637, 101111100, &
638, 011111100, 	
639, 111111100, &
640, 000000010, !
641, 100000010, G
642, 010000010, B
643, 110000010, J
644, 001000010, !
645, 101000010, G
646, 011000010, B
647, 111000010, J
648, 000100010, !
649, 100100010, G
650, 010100010, B
651, 110100010, J
652, 001100010, !
653, 101100010, G
654, 011100010, B
655, 111100010, J
656, 000010010, !
657, 100010010, G
658, 010010010, B
659, 110010010, J
660, 001010010, !
661, 101010010, G
662, 011010010, B
663, 111010010, J
664, 000110010, !
665, 100110010, G
666, 010110010, B
667, 110110010, J
668, 001110010, !
669, 101110010, G
670, 011110010, B
671, 111110010, J
672, 000001010, !
673, 100001010, G
674, 010001010, B
675, 110001010, J
676, 001001010, !
677, 101001010, G
678, 011001010, B
679, 111001010, J
680, 000101010, !
681, 100101010, G
682, 010101010, B
683, 110101010, J
684, 001101010, !
685, 101101010, G
686, 011101010, B
687, 111101010, J
688, 000011010, !
689, 100011010, G
690, 010011010, B
691, 110011010, J
692, 001011010, !
693, 101011010, G
694, 011011010, B
695, 111011010, J
696, 000111010, !
697, 100111010, G
698, 010111010, B
699, 110111010, J
700, 001111010, !
701, 101111010, G
702, 011111010, B
703, 111111010, J
704, 000000110, *
705, 100000110, D
706, 010000110, *
707, 110000110, D
708, 001000110, *
709, 101000110, D
710, 011000110, *
711, 111000110, D
712, 000100110, *
713, 100100110, D
714, 010100110, *
715, 110100110, D
716, 001100110, *
717, 101100110, D
718, 011100110, *
719, 111100110, D
720, 000010110, *
721, 100010110, D
722, 010010110, *
723, 110010110, D
724, 001010110, *
725, 101010110, D
726, 011010110, *
727, 111010110, D
728, 000110110, *
729, 100110110, D
730, 010110110, *
731, 110110110, D
732, 001110110, *
733, 101110110, D
734, 011110110, *
735, 111110110, D
736, 000001110, *
737, 100001110, D
738, 010001110, *
739, 110001110, D
740, 001001110, *
741, 101001110, D
742, 011001110, *
743, 111001110, D
744, 000101110, *
745, 100101110, D
746, 010101110, *
747, 110101110, D
748, 001101110, *
749, 101101110, D
750, 011101110, *
751, 111101110, D
752, 000011110, *
753, 100011110, D
754, 010011110, *
755, 110011110, D
756, 001011110, *
757, 101011110, D
758, 011011110, *
759, 111011110, D
760, 000111110, *
761, 100111110, D
762, 010111110, *
763, 110111110, D
764, 001111110, *
765, 101111110, D
766, 011111110, *
767, 111111110, D
768, 000000001, E
769, 100000001, F
770, 010000001, E
771, 110000001, F
772, 001000001, E
773, 101000001, F
774, 011000001, E
775, 111000001, F
776, 000100001, E
777, 100100001, F
778, 010100001, E
779, 110100001, F
780, 001100001, E
781, 101100001, F
782, 011100001, E
783, 111100001, F
784, 000010001, E
785, 100010001, F
786, 010010001, E
787, 110010001, F
788, 001010001, E
789, 101010001, F
790, 011010001, E
791, 111010001, F
792, 000110001, E
793, 100110001, F
794, 010110001, E
795, 110110001, F
796, 001110001, E
797, 101110001, F
798, 011110001, E
799, 111110001, F
800, 000001001, E
801, 100001001, F
802, 010001001, E
803, 110001001, F
804, 001001001, E
805, 101001001, F
806, 011001001, E
807, 111001001, F
808, 000101001, E
809, 100101001, F
810, 010101001, E
811, 110101001, F
812, 001101001, E
813, 101101001, F
814, 011101001, E
815, 111101001, F
816, 000011001, E
817, 100011001, F
818, 010011001, E
819, 110011001, F
820, 001011001, E
821, 101011001, F
822, 011011001, E
823, 111011001, F
824, 000111001, E
825, 100111001, F
826, 010111001, E
827, 110111001, F
828, 001111001, E
829, 101111001, F
830, 011111001, E
831, 111111001, F
832, 000000101, L
833, 100000101, M
834, 010000101, L
835, 110000101, M
836, 001000101, L
837, 101000101, M
838, 011000101, L
839, 111000101, M
840, 000100101, L
841, 100100101, M
842, 010100101, L
843, 110100101, M
844, 001100101, L
845, 101100101, M
846, 011100101, L
847, 111100101, M
848, 000010101, L
849, 100010101, M
850, 010010101, L
851, 110010101, M
852, 001010101, L
853, 101010101, M
854, 011010101, L
855, 111010101, M
856, 000110101, L
857, 100110101, M
858, 010110101, L
859, 110110101, M
860, 001110101, L
861, 101110101, M
862, 011110101, L
863, 111110101, M
864, 000001101, L
865, 100001101, M
866, 010001101, L
867, 110001101, M
868, 001001101, L
869, 101001101, M
870, 011001101, L
871, 111001101, M
872, 000101101, L
873, 100101101, M
874, 010101101, L
875, 110101101, M
876, 001101101, L
877, 101101101, M
878, 011101101, L
879, 111101101, M
880, 000011101, L
881, 100011101, M
882, 010011101, L
883, 110011101, M
884, 001011101, L
885, 101011101, M
886, 011011101, L
887, 111011101, M
888, 000111101, L
889, 100111101, M
890, 010111101, L
891, 110111101, M
892, 001111101, L
893, 101111101, M
894, 011111101, L
895, 111111101, M
896, 000000011, N
897, 100000011, P
898, 010000011, N
899, 110000011, P
900, 001000011, N
901, 101000011, P
902, 011000011, N
903, 111000011, P
904, 000100011, N
905, 100100011, P
906, 010100011, N
907, 110100011, P
908, 001100011, N
909, 101100011, P
910, 011100011, N
911, 111100011, P
912, 000010011, N
913, 100010011, P
914, 010010011, N
915, 110010011, P
916, 001010011, N
917, 101010011, P
918, 011010011, N
919, 111010011, P
920, 000110011, N
921, 100110011, P
922, 010110011, N
923, 110110011, P
924, 001110011, N
925, 101110011, P
926, 011110011, N
927, 111110011, P
928, 000001011, N
929, 100001011, P
930, 010001011, N
931, 110001011, P
932, 001001011, N
933, 101001011, P
934, 011001011, N
935, 111001011, P
936, 000101011, N
937, 100101011, P
938, 010101011, N
939, 110101011, P
940, 001101011, N
941, 101101011, P
942, 011101011, N
943, 111101011, P
944, 000011011, N
945, 100011011, P
946, 010011011, N
947, 110011011, P
948, 001011011, N
949, 101011011, P
950, 011011011, N
951, 111011011, P
952, 000111011, N
953, 100111011, P
954, 010111011, N
955, 110111011, P
956, 001111011, N
957, 101111011, P
958, 011111011, N
959, 111111011, P
960, 000000111, O
961, 100000111, Z
962, 010000111, U
963, 110000111, q
964, 001000111, O
965, 101000111, Z
966, 011000111, U
967, 111000111, q
968, 000100111, O
969, 100100111, Z
970, 010100111, U
971, 110100111, q
972, 001100111, O
973, 101100111, Z
974, 011100111, U
975, 111100111, q
976, 000010111, O
977, 100010111, Z
978, 010010111, U
979, 110010111, q
980, 001010111, O
981, 101010111, Z
982, 011010111, U
983, 111010111, q
984, 000110111, O
985, 100110111, Z
986, 010110111, U
987, 110110111, q
988, 001110111, O
989, 101110111, Z
990, 011110111, U
991, 111110111, q
992, 000001111, O
993, 100001111, Z
994, 010001111, U
995, 110001111, q
996, 001001111, O
997, 101001111, Z
998, 011001111, U
999, 111001111, q
1000, 000101111, O
1001, 100101111, Z
1002, 010101111, U
1003, 110101111, q
1004, 001101111, O
1005, 101101111, Z
1006, 011101111, U
1007, 111101111, q
1008, 000011111, O
1009, 100011111, Z
1010, 010011111, U
1011, 110011111, q
1012, 001011111, O
1013, 101011111, Z
1014, 011011111, U
1015, 111011111, q
1016, 000111111, O
1017, 100111111, Z
1018, 010111111, U
1019, 110111111, q
1020, 001111111, O
1021, 101111111, Z
1022, 011111111, U
1023, 111111111, q
1024, 000000000, R
1025, 100000000, S
1026, 010000000, R
1027, 110000000, S
1028, 001000000, R
1029, 101000000, S
1030, 011000000, R
1031, 111000000, S
1032, 000100000, R
1033, 100100000, S
1034, 010100000, R
1035, 110100000, S
1036, 001100000, R
1037, 101100000, S
1038, 011100000, R
1039, 111100000, S
1040, 000010000, R
1041, 100010000, S
1042, 010010000, R
1043, 110010000, S
1044, 001010000, R
1045, 101010000, S
1046, 011010000, R
1047, 111010000, S
1048, 000110000, R
1049, 100110000, S
1050, 010110000, R
1051, 110110000, S
1052, 001110000, R
1053, 101110000, S
1054, 011110000, R
1055, 111110000, S
1056, 000001000, R
1057, 100001000, S
1058, 010001000, R
1059, 110001000, S
1060, 001001000, R
1061, 101001000, S
1062, 011001000, R
1063, 111001000, S
1064, 000101000, R
1065, 100101000, S
1066, 010101000, R
1067, 110101000, S
1068, 001101000, R
1069, 101101000, S
1070, 011101000, R
1071, 111101000, S
1072, 000011000, R
1073, 100011000, S
1074, 010011000, R
1075, 110011000, S
1076, 001011000, R
1077, 101011000, S
1078, 011011000, R
1079, 111011000, S
1080, 000111000, R
1081, 100111000, S
1082, 010111000, R
1083, 110111000, S
1084, 001111000, R
1085, 101111000, S
1086, 011111000, R
1087, 111111000, S
1088, 000000100, j
1089, 100000100, z
1090, 010000100, j
1091, 110000100, z
1092, 001000100, j
1093, 101000100, z
1094, 011000100, j
1095, 111000100, z
1096, 000100100, j
1097, 100100100, z
1098, 010100100, j
1099, 110100100, z
1100, 001100100, j
1101, 101100100, z
1102, 011100100, j
1103, 111100100, z
1104, 000010100, j
1105, 100010100, z
1106, 010010100, j
1107, 110010100, z
1108, 001010100, j
1109, 101010100, z
1110, 011010100, j
1111, 111010100, z
1112, 000110100, j
1113, 100110100, z
1114, 010110100, j
1115, 110110100, z
1116, 001110100, j
1117, 101110100, z
1118, 011110100, j
1119, 111110100, z
1120, 000001100, j
1121, 100001100, z
1122, 010001100, j
1123, 110001100, z
1124, 001001100, j
1125, 101001100, z
1126, 011001100, j
1127, 111001100, z
1128, 000101100, j
1129, 100101100, z
1130, 010101100, j
1131, 110101100, z
1132, 001101100, j
1133, 101101100, z
1134, 011101100, j
1135, 111101100, z
1136, 000011100, j
1137, 100011100, z
1138, 010011100, j
1139, 110011100, z
1140, 001011100, j
1141, 101011100, z
1142, 011011100, j
1143, 111011100, z
1144, 000111100, j
1145, 100111100, z
1146, 010111100, j
1147, 110111100, z
1148, 001111100, j
1149, 101111100, z
1150, 011111100, j
1151, 111111100, z
a: 9
111101110 Ca: 5
10010 oa: 6
110011 ma: 6
110011 ma: 5
01100 aa: 5
10001 na: 5
01101 da: 2
00  b
111111001001111 La: 5
01111 ia: 5
10001 na: 4
0100 ea: 2
00  b
111111000101100 Fa: 5
01100 aa: 5
10001 na: 5
01100 aa: 4
0101 ta: 5
01111 ia: 6
110000 ca: 6
101011 a: 6
101010 
a: 6
101011 a: 6
101010 
a: 9
111101101 Aa: 2
00  a: 6
101111 ba: 5
10000 la: 5
10010 oa: 6
110010 ga: 2
00  a: 5
01100 aa: 6
101111 ba: 5
10010 oa: 6
110101 ua: 4
0101 ta: 2
00  a: 4
0101 ta: 4
0100 ea: 6
110000 ca: 5
01110 ha: 5
10001 na: 5
10010 oa: 5
10000 la: 5
10010 oa: 6
110010 ga: 7
1110001 ya: 6
101100 ,a: 2
00  a: 6
110100 pa: 5
10011 ra: 5
10010 oa: 4
0101 ta: 5
10010 oa: 6
110000 ca: 5
10010 oa: 5
10000 la: 5
10100 sa: 6
101100 ,a: 2
00  a: 5
10100 sa: 4
0100 ea: 6
110000 ca: 6
110101 ua: 5
10011 ra: 5
01111 ia: 4
0101 ta: 7
1110001 ya: 6
101100 ,a: 2
00  a: 5
01101 da: 4
0100 ea: 4
0101 ta: 5
01100 aa: 5
01111 ia: 5
10000 la: 5
10100 sa: 2
00  a: 5
01100 aa: 5
10001 na: 5
01101 da: 2
00  a: 6
110001 fa: 5
01100 aa: 5
10001 na: 5
01100 aa: 4
0101 ta: 5
01111 ia: 6
110000 ca: 5
01111 ia: 5
10100 sa: 6
110011 ma: 6
101011 a: 6
101010 
a: 9
111101111 Ha: 5
10010 oa: 6
110011 ma: 4
0100 ea: 2
00  b
111111010110010 Pa: 5
10010 oa: 5
10100 sa: 4
0101 ta: 5
10100 sa: 2
00  b
111111101011001 Ba: 5
10010 oa: 5
10010 oa: 8
11110001 ka: 5
10100 sa: 2
00  a: 9
111101101 Aa: 6
101111 ba: 5
10010 oa: 6
110101 ua: 4
0101 ta: 2
00  b
111111001101000 Ma: 4
0100 ea: 2
00  b
111111011011111 Rb
111111011111111 Sb
111111011110101 Sa: 6
101011 a: 6
101010 
b
111110111101111 Da: 5
01111 ia: 5
10100 sa: 5
10100 sa: 4
0100 ea: 6
110000 ca: 4
0101 ta: 5
01111 ia: 5
10001 na: 6
110010 ga: 2
00  a: 4
0101 ta: 5
01110 ha: 4
0100 ea: 2
00  b
111111101101111 Gb
111111110101111 Za: 9
111110000 Ib
111111010100110 Pa: 2
00  a: 6
110001 fa: 5
10010 oa: 5
10011 ra: 6
110011 ma: 5
01100 aa: 4
0101 ta: 6
101011 a: 6
101010 
a: 6
101011 a: 6
101010 
a: 9
111110000 Ia: 5
10001 na: 2
00  a: 4
0101 ta: 5
01110 ha: 5
01111 ia: 5
10100 sa: 2
00  a: 5
01100 aa: 5
10011 ra: 4
0101 ta: 5
01111 ia: 6
110000 ca: 5
10000 la: 4
0100 ea: 2
00  a: 9
111110000 Ia: 2
00  a: 5
01101 da: 4
0100 ea: 5
10100 sa: 6
110000 ca: 5
10011 ra: 5
01111 ia: 6
101111 ba: 4
0100 ea: 2
00  a: 4
0101 ta: 5
01110 ha: 4
0100 ea: 2
00  b
111110111111111 Db
111111000011111 Eb
111111000111111 Fb
111111001011110 La: 9
111101101 Aa: 9
111110001 Tb
111111000000011 Ea: 2
00  a: 5
01100 aa: 5
10000 la: 6
110010 ga: 5
10010 oa: 5
10011 ra: 5
01111 ia: 4
0101 ta: 5
01110 ha: 6
110011 ma: 2
00  a: 4
0101 ta: 5
01110 ha: 5
01100 aa: 4
0101 ta: 2
00  b
111111101101111 Gb
111111110101111 Za: 9
111110000 Ib
111111010100011 Pa: 2
00  a: 5
01111 ia: 6
110011 ma: 6
110100 pa: 5
10000 la: 4
0100 ea: 6
110011 ma: 4
0100 ea: 5
10001 na: 4
0101 ta: 5
10100 sa: 2
00  a: 5
01100 aa: 5
10001 na: 5
01101 da: 2
00  a: 5
01101 da: 4
0100 ea: 6
110100 pa: 4
0100 ea: 5
10001 na: 5
01101 da: 5
10100 sa: 2
00  a: 5
10010 oa: 5
10001 na: 7
1101101 .a: 2
00  a: 9
111110001 Ta: 5
01110 ha: 4
0100 ea: 2
00  b
111110111111111 Db
111111000011111 Eb
111111000111111 Fb
111111001011110 La: 9
111101101 Aa: 9
111110001 Tb
111111000000011 Ea: 2
00  a: 5
01100 aa: 5
10000 la: 6
110010 ga: 5
10010 oa: 5
10011 ra: 5
01111 ia: 4
0101 ta: 5
01110 ha: 6
110011 ma: 2
00  a: 6
110101 ua: 5
10100 sa: 4
0100 ea: 5
10100 sa: 2
00  a: 5
01100 aa: 2
00  a: 6
110000 ca: 5
10010 oa: 6
110011 ma: 6
101111 ba: 5
01111 ia: 5
10001 na: 5
